Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T200010,1.04,[0],[673]
20230721T200011,6.25,[0],[565]
20230721T200017,5.36,[0],[386]
20230721T200022,8.77,[0],[333]
20230721T200031,2.24,[0],[335]
20230721T200033,5.01,[0],[353]
20230721T200038,3.82,[0],[310]
20230721T200042,2.01,[0],[305]
20230721T200044,8.79,[0],[328]
20230721T200053,3.36,[0],[381]
20230721T200056,2.9,[0],[422]
20230721T200059,8.53,[0],[282]
20230721T200108,6.74,[0],[271]
20230721T200115,6.12,[0],[241]
20230721T200121,1.17,[0],[245]
20230721T200122,7.24,[0],[345]
20230721T200129,2.5,[0],[309]
20230721T200132,2.54,[0],[291]
20230721T200134,3.02,[0],[317]
20230721T200137,4.39,[0],[235]
20230721T200142,4.91,[0],[261]
20230721T200146,8.72,[0],[230]
20230721T200155,3.73,[0],[251]
20230721T200159,8.64,[0],[328]
20230721T200208,6.41,[0],[257]
20230721T200214,5.53,[0],[356]
20230721T200220,7.48,[0],[289]
20230721T200227,7.76,[0],[257]
20230721T200235,1.93,[0],[322]
20230721T200237,7.48,[0],[323]
20230721T200244,8.7,[0],[302]
20230721T200253,3.0,[0],[344]
20230721T200256,1.0,[0],[245]
20230721T200257,5.52,[0],[312]
20230721T200303,8.93,[0],[294]
