Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230722T002348,5.86,[0],[280]
20230722T002353,5.08,[0],[242]
20230722T002359,4.24,[0],[324]
20230722T002403,3.43,[0],[258]
20230722T002406,8.03,[0],[351]
20230722T002414,7.18,[0],[258]
20230722T002421,8.36,[0],[309]
20230722T002430,3.86,[0],[472]
20230722T002434,6.18,[0],[407]
20230722T002440,7.56,[0],[389]
20230722T002447,2.62,[0],[398]
20230722T002450,1.86,[0],[417]
20230722T002452,6.93,[0],[412]
20230722T002459,2.14,[0],[408]
20230722T002501,1.04,[0],[357]
20230722T002502,3.8,[0],[338]
20230722T002506,5.87,[0],[286]
20230722T002512,7.49,[0],[310]
20230722T002519,7.9,[0],[533]
20230722T002527,3.1,[0],[383]
20230722T002530,3.44,[0],[409]
20230722T002534,8.97,[0],[389]
20230722T002543,6.55,[0],[396]
20230722T002549,6.94,[0],[334]
20230722T002556,8.66,[0],[292]
20230722T002605,4.3,[0],[340]
20230722T002609,8.0,[0],[384]
20230722T002617,4.84,[0],[355]
20230722T002622,5.39,[0],[348]
20230722T002627,1.26,[0],[255]
20230722T002629,4.79,[0],[345]
20230722T002634,8.43,[0],[439]
20230722T002642,2.43,[0],[305]
20230722T002644,3.62,[0],[457]
