Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T215433,3.59,[0],[435]
20230721T215437,4.19,[0],[287]
20230721T215441,5.86,[0],[213]
20230721T215447,1.55,[0],[457]
20230721T215448,3.68,[0],[387]
20230721T215452,4.57,[0],[272]
20230721T215456,8.27,[0],[410]
20230721T215505,4.46,[0],[286]
20230721T215509,3.05,[0],[310]
20230721T215512,7.49,[0],[331]
20230721T215520,3.14,[0],[261]
20230721T215523,3.9,[0],[276]
20230721T215527,8.9,[0],[336]
20230721T215536,8.75,[0],[243]
20230721T215544,6.91,[0],[349]
20230721T215551,5.07,[0],[474]
20230721T215556,8.9,[0],[357]
20230721T215605,1.11,[0],[310]
20230721T215606,7.02,[0],[362]
20230721T215614,5.15,[0],[314]
20230721T215619,1.92,[0],[311]
20230721T215621,1.1,[0],[373]
20230721T215622,4.41,[0],[420]
20230721T215626,2.49,[0],[373]
20230721T215629,5.88,[0],[332]
20230721T215635,5.95,[0],[291]
20230721T215640,1.3,[0],[312]
20230721T215642,5.74,[0],[310]
20230721T215648,6.67,[0],[290]
20230721T215654,4.98,[0],[326]
20230721T215659,6.69,[0],[312]
20230721T215706,5.95,[0],[296]
20230721T215712,4.77,[0],[332]
20230721T215717,5.79,[0],[328]
20230721T215722,3.03,[0],[364]
20230721T215725,2.09,[0],[308]
20230721T215728,4.59,[0],[356]
