Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T202826,8.53,[0],[293]
20230721T202834,2.52,[0],[295]
20230721T202837,4.51,[0],[276]
20230721T202841,5.28,[0],[301]
20230721T202847,2.06,[0],[254]
20230721T202849,6.8,[0],[340]
20230721T202855,7.95,[0],[254]
20230721T202903,7.46,[0],[282]
20230721T202911,6.95,[0],[280]
20230721T202918,8.18,[0],[241]
20230721T202926,8.38,[0],[229]
20230721T202934,1.16,[0],[284]
20230721T202936,3.94,[0],[278]
20230721T202940,3.1,[0],[284]
20230721T202943,5.92,[0],[232]
20230721T202949,7.83,[0],[284]
20230721T202956,4.97,[0],[236]
20230721T203001,6.19,[0],[251]
20230721T203008,2.66,[0],[256]
20230721T203010,3.5,[0],[326]
20230721T203014,6.75,[0],[299]
20230721T203021,7.79,[0],[247]
20230721T203028,2.51,[0],[209]
20230721T203031,2.64,[0],[346]
20230721T203034,6.05,[0],[292]
20230721T203040,2.03,[0],[283]
20230721T203042,7.59,[0],[272]
20230721T203049,1.08,[0],[275]
20230721T203050,7.08,[0],[257]
20230721T203057,3.74,[0],[297]
20230721T203101,4.5,[0],[237]
20230721T203106,3.49,[0],[245]
20230721T203109,7.59,[0],[277]
20230721T203117,3.76,[0],[238]
20230721T203121,2.57,[0],[373]
20230721T203123,2.71,[0],[242]
