Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T200436,5.18,[0],[701]
20230717T200442,1.77,[0],[648]
20230717T200443,7.51,[0],[377]
20230717T200451,3.39,[0],[271]
20230717T200454,2.97,[0],[373]
20230717T200457,6.14,[0],[341]
20230717T200503,3.87,[0],[254]
20230717T200507,6.2,[0],[377]
20230717T200513,1.38,[0],[439]
20230717T200515,5.57,[0],[400]
20230717T200520,6.07,[0],[351]
20230717T200527,2.9,[0],[319]
20230717T200529,6.28,[0],[375]
20230717T200536,7.15,[0],[396]
20230717T200543,5.53,[0],[280]
20230717T200548,7.42,[0],[298]
20230717T200556,8.58,[0],[259]
20230717T200604,3.19,[0],[275]
20230717T200608,3.31,[0],[305]
20230717T200611,6.35,[0],[288]
20230717T200617,7.73,[0],[410]
20230717T200625,4.46,[0],[242]
20230717T200630,2.93,[0],[283]
20230717T200632,7.59,[0],[235]
20230717T200640,6.83,[0],[357]
20230717T200647,8.95,[0],[366]
20230717T200656,5.13,[0],[283]
20230717T200701,7.64,[0],[339]
20230717T200709,7.5,[0],[246]
20230717T200716,4.98,[0],[329]
20230717T200721,8.64,[0],[271]
20230717T200730,6.37,[0],[301]
