Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T223627,7.04,[4],[318]
20230717T223634,2.78,[4],[272]
20230717T223637,2.71,[4],[325]
20230717T223639,8.86,[4],[374]
20230717T223648,4.15,[4],[299]
20230717T223653,6.01,[4],[262]
20230717T223659,2.66,[4],[329]
20230717T223701,4.35,[4],[298]
20230717T223706,3.51,[4],[293]
20230717T223709,2.87,[4],[285]
20230717T223712,1.06,[4],[279]
20230717T223713,6.28,[4],[300]
20230717T223719,8.84,[4],[321]
20230717T223728,2.42,[4],[270]
20230717T223731,6.68,[4],[322]
20230717T223737,5.51,[4],[494]
20230717T223743,6.52,[4],[396]
20230717T223749,8.31,[4],[312]
20230717T223758,2.38,[4],[407]
20230717T223800,4.06,[4],[409]
20230717T223804,8.74,[4],[632]
20230717T223813,5.58,[4],[352]
20230717T223818,2.34,[4],[371]
20230717T223821,6.57,[4],[371]
20230717T223827,6.35,[4],[284]
20230717T223834,7.29,[4],[402]
20230717T223841,7.28,[4],[270]
20230717T223848,8.12,[4],[283]
20230717T223856,6.01,[4],[372]
20230717T223902,8.45,[4],[354]
20230717T223911,5.19,[4],[409]
20230717T223916,6.73,[4],[652]
20230717T223923,3.15,[4],[255]
