Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T233734,7.99,[0],[369]
20230717T233742,7.69,[0],[367]
20230717T233749,1.16,[0],[268]
20230717T233750,4.08,[0],[350]
20230717T233755,8.04,[0],[379]
20230717T233803,2.9,[0],[277]
20230717T233805,6.67,[0],[342]
20230717T233812,2.9,[0],[306]
20230717T233815,4.14,[0],[322]
20230717T233819,4.65,[0],[312]
20230717T233824,8.75,[0],[318]
20230717T233833,4.82,[0],[275]
20230717T233837,7.55,[0],[331]
20230717T233845,2.92,[0],[372]
20230717T233848,4.33,[0],[348]
20230717T233852,7.08,[0],[290]
20230717T233859,3.89,[0],[340]
20230717T233903,8.47,[0],[319]
20230717T233912,1.38,[0],[341]
20230717T233913,7.95,[0],[426]
20230717T233921,4.36,[0],[384]
20230717T233925,2.7,[0],[311]
20230717T233928,1.52,[0],[354]
20230717T233930,7.02,[0],[375]
20230717T233937,7.41,[0],[390]
20230717T233944,4.79,[0],[335]
20230717T233949,2.08,[0],[346]
20230717T233951,3.33,[0],[369]
20230717T233954,4.52,[0],[460]
20230717T233959,1.14,[0],[520]
20230717T234000,2.89,[0],[433]
20230717T234003,7.01,[0],[545]
20230717T234010,3.47,[0],[363]
20230717T234013,5.09,[0],[628]
20230717T234019,5.32,[0],[484]
20230717T234024,1.1,[0],[340]
20230717T234025,6.86,[0],[369]
20230717T234032,4.62,[0],[319]
