Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230718T010417,4.23,[0],[407]
20230718T010422,5.22,[0],[363]
20230718T010427,7.34,[0],[199]
20230718T010434,1.54,[0],[275]
20230718T010436,7.71,[0],[413]
20230718T010444,7.98,[0],[329]
20230718T010452,7.5,[0],[294]
20230718T010459,5.89,[0],[385]
20230718T010505,8.91,[0],[406]
20230718T010514,7.69,[0],[333]
20230718T010522,2.16,[0],[333]
20230718T010524,2.66,[0],[329]
20230718T010526,1.65,[0],[299]
20230718T010528,7.18,[0],[260]
20230718T010535,8.42,[0],[353]
20230718T010544,7.48,[0],[346]
20230718T010551,3.88,[0],[427]
20230718T010555,3.59,[0],[348]
20230718T010559,7.77,[0],[312]
20230718T010606,5.17,[0],[268]
20230718T010612,1.62,[0],[283]
20230718T010613,2.53,[0],[330]
20230718T010616,2.66,[0],[758]
20230718T010618,3.85,[0],[450]
20230718T010622,7.86,[0],[283]
20230718T010630,6.03,[0],[323]
20230718T010636,7.36,[0],[492]
20230718T010644,1.29,[0],[324]
20230718T010645,2.44,[0],[336]
20230718T010647,7.16,[0],[296]
20230718T010655,2.83,[0],[285]
20230718T010657,1.05,[0],[363]
20230718T010658,4.72,[0],[315]
20230718T010703,4.61,[0],[343]
20230718T010708,1.85,[0],[355]
20230718T010710,6.22,[0],[316]
20230718T010716,6.4,[0],[321]
