Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230718T000630,7.99,[0],[333]
20230718T000638,5.42,[0],[428]
20230718T000644,5.8,[0],[441]
20230718T000649,6.36,[0],[338]
20230718T000656,2.61,[0],[320]
20230718T000658,7.02,[0],[319]
20230718T000705,7.26,[0],[305]
20230718T000713,5.88,[0],[365]
20230718T000719,3.71,[0],[261]
20230718T000722,2.18,[0],[327]
20230718T000724,6.04,[0],[300]
20230718T000730,3.54,[0],[301]
20230718T000734,5.84,[0],[258]
20230718T000740,3.89,[0],[306]
20230718T000744,8.28,[0],[346]
20230718T000752,1.01,[0],[560]
20230718T000753,4.43,[0],[407]
20230718T000758,4.99,[0],[488]
20230718T000803,8.92,[0],[318]
20230718T000811,6.45,[0],[370]
20230718T000818,4.66,[0],[323]
20230718T000823,5.8,[0],[305]
20230718T000828,6.93,[0],[288]
20230718T000835,3.48,[0],[489]
20230718T000839,2.14,[0],[372]
20230718T000841,8.22,[0],[346]
20230718T000849,3.21,[0],[289]
20230718T000852,2.2,[0],[323]
20230718T000855,7.48,[0],[432]
20230718T000902,1.16,[0],[270]
20230718T000903,6.98,[0],[311]
20230718T000910,6.4,[0],[308]
20230718T000917,4.13,[0],[353]
20230718T000921,4.98,[0],[624]
20230718T000926,1.43,[0],[337]
20230718T000927,2.79,[0],[319]
