Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230718T003527,6.84,[0],[475]
20230718T003534,6.82,[0],[326]
20230718T003541,3.02,[0],[332]
20230718T003544,1.83,[0],[307]
20230718T003546,2.86,[0],[375]
20230718T003549,1.19,[0],[264]
20230718T003550,4.63,[0],[301]
20230718T003554,8.61,[0],[325]
20230718T003603,5.73,[0],[334]
20230718T003609,7.49,[0],[339]
20230718T003616,6.3,[0],[296]
20230718T003623,8.68,[0],[304]
20230718T003631,4.43,[0],[255]
20230718T003636,2.84,[0],[319]
20230718T003639,2.37,[0],[355]
20230718T003641,8.3,[0],[339]
20230718T003649,8.88,[0],[311]
20230718T003658,2.45,[0],[316]
20230718T003701,8.67,[0],[372]
20230718T003709,3.96,[0],[365]
20230718T003713,3.82,[0],[486]
20230718T003717,8.12,[0],[339]
20230718T003725,3.88,[0],[322]
20230718T003729,3.54,[0],[326]
20230718T003733,5.84,[0],[392]
20230718T003739,5.86,[0],[284]
20230718T003744,3.36,[0],[253]
20230718T003748,8.24,[0],[281]
20230718T003756,5.81,[0],[241]
20230718T003802,4.41,[0],[547]
20230718T003806,2.58,[0],[402]
20230718T003809,3.27,[0],[454]
20230718T003812,8.83,[0],[325]
20230718T003821,1.63,[0],[305]
20230718T003823,8.6,[0],[309]
