Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T203535,1.55,[0],[371]
20230717T203537,4.43,[0],[292]
20230717T203541,3.21,[0],[304]
20230717T203545,5.26,[0],[267]
20230717T203550,2.43,[0],[310]
20230717T203552,1.59,[0],[307]
20230717T203554,2.91,[0],[304]
20230717T203557,3.46,[0],[255]
20230717T203600,1.98,[0],[230]
20230717T203602,5.73,[0],[283]
20230717T203608,2.99,[0],[237]
20230717T203611,1.45,[0],[268]
20230717T203613,2.57,[0],[322]
20230717T203615,7.24,[0],[371]
20230717T203622,8.39,[0],[226]
20230717T203631,7.45,[0],[259]
20230717T203638,3.45,[0],[309]
20230717T203642,2.3,[0],[349]
20230717T203644,4.27,[0],[313]
20230717T203648,8.23,[0],[320]
20230717T203656,4.27,[0],[304]
20230717T203701,8.17,[0],[278]
20230717T203709,4.1,[0],[332]
20230717T203713,7.85,[0],[304]
20230717T203721,1.67,[0],[280]
20230717T203723,1.14,[0],[294]
20230717T203724,2.62,[0],[262]
20230717T203726,5.53,[0],[332]
20230717T203732,1.44,[0],[277]
20230717T203733,8.63,[0],[259]
20230717T203742,8.09,[0],[299]
20230717T203750,7.35,[0],[323]
20230717T203757,2.72,[0],[306]
20230717T203800,8.21,[0],[278]
20230717T203808,6.58,[0],[288]
20230717T203815,6.88,[0],[339]
20230717T203822,3.65,[0],[251]
20230717T203826,8.3,[0],[276]
20230717T203834,6.72,[0],[259]
