Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T210628,6.46,[0],[347]
20230717T210635,4.33,[0],[689]
20230717T210639,4.11,[0],[316]
20230717T210643,5.63,[0],[404]
20230717T210649,2.51,[0],[317]
20230717T210652,6.02,[0],[334]
20230717T210658,3.09,[0],[312]
20230717T210701,8.79,[0],[286]
20230717T210710,4.71,[0],[183]
20230717T210714,5.14,[0],[260]
20230717T210719,6.52,[0],[322]
20230717T210726,2.37,[0],[307]
20230717T210728,5.3,[0],[404]
20230717T210734,2.07,[0],[247]
20230717T210736,6.62,[0],[271]
20230717T210742,5.64,[0],[287]
20230717T210748,1.23,[0],[312]
20230717T210749,1.28,[0],[273]
20230717T210750,1.37,[0],[238]
20230717T210752,5.12,[0],[362]
20230717T210757,1.58,[0],[307]
20230717T210759,3.08,[0],[440]
20230717T210802,4.92,[0],[308]
20230717T210807,6.02,[0],[385]
20230717T210813,2.17,[0],[254]
20230717T210815,4.38,[0],[313]
20230717T210819,7.12,[0],[287]
20230717T210826,4.29,[0],[286]
20230717T210831,4.53,[0],[275]
20230717T210835,3.5,[0],[246]
20230717T210839,6.31,[0],[282]
20230717T210845,4.09,[0],[291]
20230717T210849,8.51,[0],[409]
20230717T210858,5.3,[0],[215]
20230717T210903,4.28,[0],[299]
20230717T210907,3.79,[0],[253]
20230717T210911,4.41,[0],[236]
20230717T210915,1.26,[0],[234]
20230717T210917,5.5,[0],[392]
20230717T210922,5.93,[0],[306]
