Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230721T220139,"(0, 1, 0)",3.3,[437],[3]
20230721T220142,"(1, 0, 0)",6.17,[260],[3]
20230721T220149,"(0, 0, 1)",6.5,[226],[3]
20230721T220155,"(1, 1, 0)",7.38,[251],[3]
20230721T220203,"(0, 1, 0)",7.88,[258],[3]
20230721T220211,"(0, 0, 1)",3.5,[257],[3]
20230721T220214,"(1, 1, 0)",3.37,[348],[3]
20230721T220217,"(0, 1, 0)",2.42,[322],[3]
20230721T220220,"(1, 1, 0)",7.88,[269],[3]
20230721T220228,"(1, 0, 0)",5.67,[250],[3]
20230721T220233,"(1, 1, 0)",7.64,[257],[3]
20230721T220241,"(0, 0, 1)",6.62,[298],[3]
20230721T220248,"(0, 1, 0)",1.87,[332],[3]
20230721T220250,"(1, 0, 0)",1.79,[685],[3]
20230721T220251,"(0, 1, 0)",6.06,[329],[3]
20230721T220258,"(0, 0, 1)",2.65,[300],[3]
20230721T220300,"(1, 0, 0)",3.2,[403],[3]
20230721T220303,"(0, 0, 1)",9.79,"[462, 5694]","[3, 3]"
20230721T220313,"(1, 1, 0)",9.13,[296],[3]
20230721T220322,"(0, 1, 0)",6.46,[402],[3]
20230721T220329,"(1, 0, 0)",4.23,[351],[3]
20230721T220333,"(0, 0, 1)",3.56,[354],[3]
20230721T220337,"(0, 1, 0)",3.5,[326],[3]
20230721T220340,"(1, 0, 0)",8.04,[419],[3]
20230721T220348,"(0, 0, 1)",2.69,[252],[3]
20230721T220351,"(0, 1, 0)",9.22,[714],[3]
20230721T220400,"(1, 1, 0)",3.42,[340],[3]
20230721T220404,"(0, 1, 0)",5.37,[],[]
20230721T220409,"(0, 0, 1)",8.19,[275],[3]
20230721T220417,"(1, 0, 0)",2.08,[317],[3]
20230721T220419,"(0, 0, 1)",4.09,[447],[3]
20230721T220423,"(0, 1, 0)",6.69,[314],[3]
20230721T220430,"(0, 0, 1)",5.69,[321],[3]
20230721T220436,"(1, 1, 0)",6.91,[349],[3]
20230721T220443,"(0, 1, 0)",8.84,[459],[3]
20230721T220452,"(1, 1, 0)",3.85,[357],[3]
20230721T220456,"(1, 0, 0)",8.04,[339],[3]
20230721T220504,"(0, 1, 0)",4.83,[551],[3]
20230721T220508,"(1, 0, 0)",2.32,[405],[3]
20230721T220511,"(0, 0, 1)",5.43,[370],[3]
20230721T220516,"(0, 1, 0)",3.31,[274],[3]
