Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230721T223013,"(0, 0, 1)",2.95,[1847],[3]
20230721T223016,"(1, 0, 0)",4.83,"[296, 1363]","[3, 3]"
20230721T223021,"(1, 1, 0)",4.27,[310],[3]
20230721T223025,"(0, 1, 0)",4.48,[266],[3]
20230721T223030,"(1, 0, 0)",2.25,[328],[3]
20230721T223032,"(0, 0, 1)",8.31,[444],[3]
20230721T223041,"(1, 1, 0)",9.43,[232],[3]
20230721T223050,"(1, 0, 0)",6.04,[308],[3]
20230721T223056,"(0, 1, 0)",3.43,[314],[3]
20230721T223100,"(1, 1, 0)",3.62,[484],[3]
20230721T223103,"(0, 0, 1)",1.12,[292],[3]
20230721T223104,"(1, 0, 0)",8.9,[600],[3]
20230721T223113,"(0, 1, 0)",7.25,[591],[3]
20230721T223121,"(1, 0, 0)",1.42,[252],[3]
20230721T223122,"(0, 1, 0)",9.29,[381],[3]
20230721T223131,"(0, 0, 1)",2.78,[368],[3]
20230721T223134,"(1, 1, 0)",4.61,[338],[3]
20230721T223139,"(0, 1, 0)",2.48,[294],[3]
20230721T223141,"(0, 0, 1)",3.47,[279],[3]
20230721T223145,"(0, 1, 0)",5.44,[305],[3]
20230721T223150,"(0, 0, 1)",1.9,[319],[3]
20230721T223152,"(0, 1, 0)",4.64,[459],[3]
20230721T223157,"(0, 0, 1)",2.67,[281],[3]
20230721T223159,"(1, 1, 0)",4.7,[364],[3]
20230721T223204,"(0, 1, 0)",9.29,[329],[3]
20230721T223213,"(0, 0, 1)",2.98,[337],[3]
20230721T223216,"(0, 1, 0)",9.17,[317],[3]
20230721T223226,"(1, 0, 0)",4.23,[390],[3]
20230721T223230,"(0, 1, 0)",5.57,[412],[3]
20230721T223235,"(0, 0, 1)",8.4,[290],[3]
20230721T223244,"(0, 1, 0)",4.72,[324],[3]
20230721T223249,"(1, 1, 0)",10.0,[363],[3]
20230721T223259,"(1, 0, 0)",2.16,[344],[3]
20230721T223301,"(1, 1, 0)",3.14,[468],[3]
20230721T223304,"(0, 1, 0)",9.13,[317],[3]
20230721T223313,"(0, 0, 1)",8.25,[294],[3]
20230721T223321,"(1, 0, 0)",2.85,[254],[3]
20230721T223324,"(0, 1, 0)",1.28,[461],[3]
20230721T223326,"(0, 0, 1)",8.77,[437],[3]
20230721T223334,"(1, 1, 0)",2.65,[293],[3]
20230721T223337,"(0, 1, 0)",5.17,[334],[3]
20230721T223342,"(1, 1, 0)",4.13,"[363, 2203]","[3, 3]"
20230721T223346,"(1, 0, 0)",3.34,[365],[3]
20230721T223350,"(1, 1, 0)",9.41,[366],[3]
20230721T223359,"(0, 1, 0)",4.83,[338],[3]
20230721T223404,"(1, 0, 0)",8.16,[276],[3]
20230721T223412,"(0, 0, 1)",3.21,[296],[3]
20230721T223415,"(1, 1, 0)",4.63,[420],[3]
20230721T223420,"(0, 1, 0)",6.98,[333],[3]
20230721T223427,"(1, 1, 0)",8.84,[293],[3]
20230721T223436,"(0, 1, 0)",5.26,[412],[3]
20230721T223441,"(1, 1, 0)",8.22,[364],[3]
20230721T223450,"(0, 0, 1)",3.32,[362],[3]
20230721T223453,"(0, 1, 0)",2.23,[354],[3]
20230721T223455,"(1, 1, 0)",4.96,[333],[3]
20230721T223500,"(0, 1, 0)",5.45,[341],[3]
20230721T223506,"(1, 0, 0)",3.23,[255],[3]
20230721T223509,"(0, 1, 0)",7.49,[334],[3]
20230721T223516,"(1, 1, 0)",6.1,[314],[3]
20230721T223522,"(0, 0, 1)",5.33,[347],[3]
20230721T223528,"(1, 0, 0)",4.36,[369],[3]
20230721T223532,"(1, 1, 0)",8.96,[276],[3]
20230721T223541,"(0, 0, 1)",2.43,[308],[3]
20230721T223544,"(1, 1, 0)",4.14,[447],[3]
20230721T223548,"(0, 0, 1)",9.48,[635],[3]
20230721T223557,"(1, 0, 0)",7.37,[313],[3]
20230721T223605,"(0, 0, 1)",8.86,[370],[3]
20230721T223614,"(1, 0, 0)",4.62,[271],[3]
20230721T223618,"(1, 1, 0)",6.98,[334],[3]
20230721T223625,"(1, 0, 0)",4.6,[744],[3]
20230721T223630,"(1, 1, 0)",7.78,[375],[3]
20230721T223638,"(1, 0, 0)",4.51,[312],[3]
20230721T223642,"(0, 0, 1)",2.96,[387],[3]
20230721T223645,"(1, 0, 0)",9.01,[312],[3]
20230721T223654,"(1, 1, 0)",6.6,[264],[3]
20230721T223701,"(0, 1, 0)",1.4,[247],[3]
20230721T223702,"(1, 0, 0)",9.51,[467],[3]
20230721T223712,"(0, 0, 1)",5.71,[370],[3]
20230721T223717,"(1, 1, 0)",1.87,[557],[3]
20230721T223719,"(0, 1, 0)",2.35,[381],[3]
20230721T223722,"(1, 1, 0)",2.6,[290],[3]
20230721T223724,"(0, 1, 0)",3.38,[305],[3]
20230721T223728,"(1, 0, 0)",3.97,[390],[3]
20230721T223732,"(1, 1, 0)",2.89,[308],[3]
20230721T223735,"(0, 0, 1)",9.15,[319],[3]
20230721T223744,"(1, 1, 0)",5.21,[357],[3]
20230721T223749,"(0, 0, 1)",4.23,[422],[3]
20230721T223753,"(0, 1, 0)",8.97,[355],[3]
20230721T223802,"(1, 0, 0)",2.08,[305],[3]
20230721T223804,"(0, 1, 0)",5.27,[384],[3]
20230721T223810,"(1, 1, 0)",7.48,[264],[3]
20230721T223817,"(0, 1, 0)",2.95,[292],[3]
20230721T223820,"(0, 0, 1)",7.42,[595],[3]
20230721T223828,"(1, 0, 0)",1.27,[308],[3]
20230721T223829,"(1, 1, 0)",6.09,[366],[3]
20230721T223835,"(1, 0, 0)",2.55,[279],[3]
20230721T223838,"(1, 1, 0)",7.05,[467],[3]
20230721T223845,"(1, 0, 0)",6.89,[297],[3]
20230721T223852,"(1, 1, 0)",2.62,[255],[3]
20230721T223854,"(1, 0, 0)",6.85,[430],[3]
20230721T223901,"(1, 1, 0)",9.48,[242],[3]
20230721T223911,"(1, 0, 0)",9.07,[342],[3]
20230721T223920,"(0, 1, 0)",1.55,[283],[3]
20230721T223921,"(1, 1, 0)",2.6,[363],[3]
20230721T223924,"(0, 0, 1)",4.04,[335],[3]
20230721T223928,"(1, 0, 0)",6.18,[291],[3]
20230721T223934,"(0, 0, 1)",9.08,[363],[3]
20230721T223943,"(0, 1, 0)",2.81,[365],[3]
20230721T223946,"(1, 0, 0)",6.08,[407],[3]
20230721T223952,"(0, 0, 1)",1.4,[285],[3]
20230721T223954,"(0, 1, 0)",4.49,[348],[3]
20230721T223958,"(0, 0, 1)",7.6,[294],[3]
20230721T224006,"(0, 1, 0)",5.84,[441],[3]
20230721T224012,"(0, 0, 1)",5.77,[1669],[3]
20230721T224017,"(1, 1, 0)",7.14,[328],[3]
20230721T224024,"(1, 0, 0)",8.95,[393],[3]
20230721T224033,"(0, 1, 0)",7.39,[481],[3]
20230721T224041,"(0, 0, 1)",2.98,[357],[3]
20230721T224044,"(1, 0, 0)",5.54,[409],[3]
20230721T224049,"(0, 1, 0)",2.28,[],[]
20230721T224052,"(0, 0, 1)",4.83,[225],[3]
20230721T224057,"(0, 1, 0)",9.16,[367],[3]
20230721T224106,"(1, 1, 0)",2.55,[1723],[3]
20230721T224108,"(0, 0, 1)",2.74,[402],[3]
20230721T224111,"(1, 0, 0)",5.25,[379],[3]
20230721T224116,"(0, 0, 1)",8.45,[420],[3]
20230721T224125,"(1, 1, 0)",2.69,[369],[3]
20230721T224128,"(0, 1, 0)",7.57,[383],[3]
20230721T224135,"(1, 0, 0)",9.22,[308],[3]
20230721T224144,"(0, 1, 0)",6.76,[289],[3]
20230721T224151,"(0, 0, 1)",6.98,[379],[3]
20230721T224158,"(0, 1, 0)",8.14,[326],[3]
20230721T224206,"(0, 0, 1)",6.57,[249],[3]
20230721T224213,"(1, 0, 0)",1.81,[314],[3]
20230721T224215,"(0, 0, 1)",6.42,[354],[3]
20230721T224221,"(0, 1, 0)",3.47,[595],[3]
20230721T224225,"(1, 0, 0)",8.37,"[319, 6462]","[3, 3]"
20230721T224233,"(1, 1, 0)",8.71,[409],[3]
20230721T224242,"(0, 0, 1)",5.22,[1119],[3]
20230721T224247,"(0, 1, 0)",4.61,[],[]
20230721T224252,"(0, 0, 1)",6.53,[722],[3]
20230721T224258,"(1, 0, 0)",8.29,[332],[3]
20230721T224307,"(1, 1, 0)",9.26,"[475, 4901]","[3, 3]"
20230721T224316,"(1, 0, 0)",2.48,[1739],[3]
20230721T224318,"(1, 1, 0)",1.16,[507],[3]
20230721T224320,"(0, 0, 1)",4.99,[479],[3]
20230721T224325,"(1, 1, 0)",8.78,[514],[3]
20230721T224333,"(0, 0, 1)",4.77,[1822],[3]
20230721T224338,"(1, 1, 0)",5.78,[465],[3]
20230721T224344,"(0, 0, 1)",1.44,[],[]
20230721T224345,"(1, 1, 0)",6.16,[1709],[3]
20230721T224352,"(1, 0, 0)",9.15,"[380, 6564]","[3, 3]"
20230721T224401,"(1, 1, 0)",2.02,[],[]
20230721T224403,"(0, 1, 0)",3.59,[719],[3]
20230721T224406,"(1, 0, 0)",7.23,[3735],[3]
20230721T224414,"(1, 1, 0)",1.84,[462],[3]
20230721T224416,"(0, 1, 0)",8.5,[914],[3]
20230721T224424,"(0, 0, 1)",6.53,[699],[3]
20230721T224431,"(1, 1, 0)",9.49,[264],[3]
20230721T224440,"(1, 0, 0)",3.98,[371],[3]
20230721T224444,"(0, 0, 1)",3.93,[311],[3]
20230721T224448,"(1, 1, 0)",5.19,[406],[3]
20230721T224453,"(1, 0, 0)",1.12,[285],[3]
20230721T224454,"(0, 0, 1)",5.81,"[349, 1242]","[3, 3]"
20230721T224500,"(1, 0, 0)",7.3,[489],[3]
20230721T224508,"(1, 1, 0)",4.54,[268],[3]
20230721T224512,"(0, 1, 0)",6.26,[735],[3]
20230721T224518,"(1, 1, 0)",6.63,[416],[3]
20230721T224525,"(0, 1, 0)",8.94,[5167],[3]
20230721T224534,"(1, 0, 0)",7.67,[446],[3]
20230721T224542,"(1, 1, 0)",8.66,[659],[3]
20230721T224550,"(1, 0, 0)",1.21,[398],[3]
20230721T224552,"(1, 1, 0)",3.57,[389],[3]
20230721T224555,"(0, 0, 1)",9.69,"[319, 8951]","[3, 3]"
20230721T224605,"(0, 1, 0)",9.78,[477],[3]
20230721T224615,"(0, 0, 1)",8.23,[360],[3]
20230721T224623,"(1, 0, 0)",6.66,[345],[3]
20230721T224630,"(0, 0, 1)",9.18,"[691, 3519]","[3, 3]"
20230721T224639,"(1, 0, 0)",4.7,[1103],[3]
20230721T224644,"(0, 1, 0)",3.52,[350],[3]
20230721T224647,"(0, 0, 1)",1.78,[],[]
20230721T224649,"(0, 1, 0)",4.26,[2346],[3]
20230721T224653,"(1, 0, 0)",5.32,[],[]
20230721T224659,"(1, 1, 0)",3.36,[],[]
20230721T224702,"(1, 0, 0)",2.86,[],[]
20230721T224705,"(0, 0, 1)",4.77,[],[]
20230721T224710,"(1, 1, 0)",8.95,[1050],[3]
20230721T224719,"(1, 0, 0)",3.54,[320],[3]
20230721T224722,"(0, 1, 0)",8.17,[381],[3]
20230721T224730,"(1, 0, 0)",1.02,[325],[3]
20230721T224731,"(0, 0, 1)",2.07,[518],[3]
20230721T224733,"(1, 1, 0)",6.55,[349],[3]
20230721T224740,"(0, 1, 0)",4.72,[325],[3]
20230721T224745,"(1, 1, 0)",6.78,[363],[3]
20230721T224752,"(0, 1, 0)",4.49,[350],[3]
20230721T224756,"(1, 1, 0)",9.64,[399],[3]
20230721T224806,"(0, 0, 1)",8.02,[302],[3]
20230721T224814,"(1, 0, 0)",1.28,[],[]
20230721T224815,"(0, 0, 1)",4.92,"[701, 1207]","[3, 3]"
20230721T224820,"(0, 1, 0)",2.63,[336],[3]
20230721T224823,"(1, 0, 0)",7.12,[361],[3]
20230721T224830,"(0, 1, 0)",7.57,[429],[3]
20230721T224837,"(0, 0, 1)",9.77,"[394, 1816]","[3, 3]"
20230721T224847,"(1, 1, 0)",9.92,[419],[3]
20230721T224857,"(1, 0, 0)",7.5,[530],[3]
20230721T224905,"(1, 1, 0)",4.27,[499],[3]
20230721T224909,"(0, 1, 0)",1.49,[907],[3]
20230721T224910,"(0, 0, 1)",6.84,[860],[3]
20230721T224917,"(1, 0, 0)",4.16,[393],[3]
20230721T224921,"(0, 0, 1)",6.66,[462],[3]
20230721T224928,"(1, 0, 0)",5.45,[394],[3]
20230721T224934,"(0, 0, 1)",1.17,[483],[3]
20230721T224935,"(1, 1, 0)",2.96,[725],[3]
20230721T224938,"(0, 0, 1)",9.86,[366],[3]
20230721T224948,"(1, 1, 0)",5.57,[466],[3]
20230721T224953,"(0, 0, 1)",9.5,[331],[3]
20230721T225003,"(1, 1, 0)",9.24,[350],[3]
20230721T225012,"(1, 0, 0)",3.07,[],[]
